"","company","model","old","fuel","km","price"
"220","현대","그랜져IG 하이브리드 2.4 HEV 익스클루시브",24,"가솔린+전기",10000,3190
"221","현대","그랜져IG 3.0 LPi 익스클루시브 스페셜",24,"LPG",10000,3290
"222","현대","그랜져IG 3.0 GDI 익스클루시브",30,"가솔린",20000,2720
"223","현대","그랜져TG Q270  기본형",165,"가솔린",1e+05,190
"224","현대","뉴그랜져XG S20 고급형",201,"가솔린/LPG겸용",110000,140
"225","현대","그랜져TG Q270  럭셔리",177,"가솔린",1e+05,230
"226","현대","그랜져HG 하이브리드 2.4 HEV  프리미엄",60,"가솔린+전기",250000,780
"227","현대","그랜져TG Q270  럭셔리",173,"가솔린",80000,240
"228","현대","그랜져HG 300 LPG 프라임",76,"LPG",330000,470
"229","현대","그랜져HG 300 LPG 택시형",83,"LPG",410000,400
"230","현대","그랜져TG Q240  디럭스",143,"가솔린",190000,220
"231","현대","뉴그랜져XG S30 고급형",210,"가솔린/LPG겸용",140000,100
"232","현대","그랜져IG 2.4 GDI  모던",38,"가솔린",120000,1580
"233","현대","그랜져HG 240 모던",87,"가솔린",290000,460
"234","현대","그랜져HG 300 LPG 프라임",53,"LPG",250000,720
"235","현대","그랜져TG Q270 럭셔리",163,"가솔린",180000,150
"236","현대","그랜져HG 240 럭셔리",93,"가솔린",140000,590
"237","현대","그랜져IG 3.0 LPi 모범형",36,"LPG",170000,1260
"238","현대","뉴그랜져XG S25  기본형",197,"가솔린",90000,120
"239","현대","그랜져TG Q270  모젠 프리미어 스마트팩",151,"가솔린",120000,310
"240","현대","그랜져HG 300  프리미엄",80,"가솔린",1e+05,1290
"241","현대","그랜져HG 300 LPG 프라임",100,"LPG",130000,690
"242","현대","더 뉴 그랜져 G2.5 캘리그래피",4,"가솔린",3000,4250
"243","현대","그랜져IG 3.0 GDI 익스클루시브",37,"가솔린",120000,1780
"244","현대","그랜져HG 240 럭셔리",90,"가솔린",70000,970
"245","현대","그랜져HG 300 LPG 모던",54,"LPG",130000,1060
"246","현대","그랜져HG 240 럭셔리",106,"가솔린",120000,899
"247","현대","그랜져HG 하이브리드 2.4 HEV 프리미엄",62,"가솔린+전기",120000,1399
"248","현대","그랜져HG 300 LPG 이그제큐티브",106,"LPG",130000,1190
"249","현대","그랜져HG 300 익스클루시브 ",85,"가솔린",130000,1090
"250","현대","그랜져HG 300  노블",102,"가솔린",50000,950
"251","현대","그랜져TG Q270 럭셔리",166,"가솔린",150000,189
"252","현대","그랜져HG 300 LPG 모던",71,"LPG",60000,1299
"253","현대","그랜져IG  3.0 GDI 익스클루시브",27,"가솔린",70000,2380
"254","현대","그랜져IG  3.0 GDI 익스클루시브",37,"가솔린",80000,2060
"255","현대","그랜져IG 2.2 e-VGT 프리미엄",36,"디젤",110000,2070
"256","현대","그랜져IG  3.0 GDI 익스클루시브",36,"가솔린",90000,2130
"257","현대","그랜져IG  2.4 GDI 프리미엄",36,"가솔린",90000,2190
"258","현대","그랜져HG 220 디젤 프리미엄",51,"디젤",120000,1410
"259","현대","그랜져IG 3.0 GDI 익스클루시브",38,"가솔린",120000,2220
"260","현대","그랜져TG Q270  기본형 플러스팩",172,"가솔린",240000,150
"261","현대","그랜져IG 3.0 GDI 익스클루시브",27,"가솔린",20000,1950
"262","현대","그랜저 뉴 럭셔리 Q270  럭셔리",129,"가솔린",90000,470
"263","현대","그랜져HG 240  모던",67,"가솔린",150000,1150
"264","현대","그랜져HG 240 럭셔리",109,"가솔린",80000,740
"265","현대","그랜져HG 240  모던",65,"가솔린",190000,880
"266","현대","그랜져HG 300 익스클루시브 ",65,"가솔린",80000,1640
"267","현대","그랜져IG 하이브리드 2.4 HEV 익스클루시브 스페셜",10,"가솔린+전기",4000,3690
"268","현대","그랜져IG 2.4 GDI 프리미엄",40,"가솔린",30000,2580
"269","현대","그랜져HG 300 익스클루시브 ",69,"가솔린",90000,1570
"270","현대","그랜져HG 300 LPG 익스클루시브",98,"LPG",130000,1130
"271","현대","그랜져IG 2.4 GDI  모던",38,"가솔린",120000,1779
"272","현대","그랜져IG 하이브리드 2.4 HEV 익스클루시브 스페셜",26,"가솔린+전기",50000,3380
"273","현대","그랜져HG 220 디젤 프리미엄",61,"디젤",80000,1680
"274","현대","그랜져IG 하이브리드 2.4 HEV 익스클루시브 스페셜",30,"가솔린+전기",60000,3160
"275","현대","그랜져IG 2.4 GDI  프리미엄",11,"가솔린",10000,2740
"276","현대","그랜져HG 240 모던",59,"가솔린",180000,880
"277","현대","그랜져TG Q270 럭셔리",149,"가솔린",160000,230
"278","현대","그랜져HG 300  프라임",109,"가솔린",1e+05,1020
"279","현대","그랜져HG 240 모던",65,"가솔린",170000,960
"280","현대","그랜져HG 300 프라임",109,"가솔린",170000,650
"281","현대","뉴그랜져XG R25 기본형",188,"가솔린",170000,80
"282","현대","그랜져HG 하이브리드 2.4 HEV 프리미엄",51,"가솔린",90000,1950
"283","현대","그랜져HG 300 프라임",108,"가솔린",50000,1300
"284","현대","그랜져HG 300 LPG 프라임",102,"LPG",260000,900
"285","현대","그랜져HG 220 디젤 프리미엄",59,"디젤",130000,1120
"286","현대","그랜져HG 240 럭셔리",108,"가솔린",90000,1069
"287","현대","그랜져HG 하이브리드 2.4 HEV 프리미엄",73,"가솔린+전기",80000,1759
"288","현대","더 럭셔리 그랜져 Q270 LPI 장애인용",122,"LPG",150000,490
"289","현대","그랜져IG 3.0 LPi  모던",37,"LPG",130000,1640
"290","현대","그랜져HG 240  럭셔리",106,"가솔린",140000,890
"291","현대","그랜져HG 하이브리드 2.4 HEV  프리미엄",60,"가솔린+전기",150000,1390
"292","현대","그랜져HG 240 럭셔리",107,"가솔린",120000,920
"293","현대","그랜져HG 240 모던",86,"가솔린",90000,800
"294","현대","그랜져HG 300 LPG 모던",47,"LPG",80000,1519
"295","현대","그랜져HG 220 디젤 프리미엄",58,"디젤",230000,950
"296","현대","그랜져HG 300 프리미엄",77,"가솔린",140000,890
"297","현대","그랜저 뉴 럭셔리 Q270 디럭스",137,"가솔린",90000,620
"298","현대","그랜져HG 300 LPG 이그제큐티브",105,"LPG",170000,800
"299","현대","더 럭셔리 그랜져 Q240 기본형",122,"가솔린",240000,320
"300","현대","더 럭셔리 그랜져 Q270  럭셔리",129,"가솔린",190000,240
"301","현대","그랜져HG 300 익스클루시브 스페셜 ",63,"가솔린",90000,1650
"302","현대","그랜져HG 300  노블",93,"가솔린",80000,1250
"303","현대","그랜져HG 300 노블",110,"가솔린",120000,950
"304","현대","그랜져HG 220 디젤 모던",57,"디젤",50000,1599
"305","현대","그랜져HG 330 셀러브리티",96,"가솔린",110000,1179
"306","현대","그랜져HG 하이브리드 2.4 HEV 프리미엄",72,"가솔린+전기",90000,1750
"307","현대","그랜져HG 300 LPG 프라임",88,"LPG",140000,950
"308","현대","그랜저 뉴 럭셔리 Q270 LPi 팩 II",143,"LPG",2e+05,390
"309","현대","그랜져IG 3.0 LPi 모던",34,"LPG",80000,1950
"310","현대","그랜져HG 300 익스클루시브 ",83,"가솔린",170000,950
